epoch,train_loss,train_mae,train_rmse,train_r2,val_loss,val_mae,val_rmse,val_r2
1,5559.262542384859,27.93156,74.56046,0.010761499,4657.7941559815345,29.625282,68.24804,-0.02820015
2,5516.419136412095,28.393188,74.2726,0.018385231,4724.489254624043,30.78087,68.734924,-0.042922974
3,5518.001823300385,28.748531,74.28325,0.018103719,4713.254961860277,30.34314,68.65315,-0.040442944
4,5522.572063373598,28.136877,74.31401,0.017290294,4563.292079292985,28.647484,67.55214,-0.0073388815
5,5505.399610598101,27.963518,74.19837,0.020346224,4548.70032271374,27.958096,67.44405,-0.0041177273
6,5500.9868682881315,28.04586,74.16864,0.021131337,4554.279881408713,27.922182,67.485405,-0.0053493977
7,5496.956180155316,28.03707,74.14146,0.02184856,4559.254136727868,27.84689,67.52225,-0.0064474344
8,5497.826065992794,28.090908,74.14732,0.021693826,4547.9158697638895,27.308748,67.43824,-0.0039446354
9,5498.937925527356,27.903215,74.15482,0.021495938,4543.5613858072265,27.7889,67.405945,-0.0029832125
10,5501.666145489586,28.030014,74.17322,0.021010458,4542.67761137412,27.159544,67.39939,-0.0027883053
11,5504.215484759038,27.822247,74.1904,0.020556808,4529.67142484318,27.39172,67.30283,8.2850456e-05
12,5501.148389375358,27.96888,74.16972,0.021102667,4539.615252935862,26.99872,67.37666,-0.0021121502
13,5505.964281962756,27.788378,74.20219,0.020245552,4521.418852291777,27.020563,67.2415,0.0019044876
14,5503.271222567355,27.964073,74.18403,0.020724952,4520.932665432758,26.558434,67.23788,0.0020119548
15,5500.039744119201,27.90068,74.162254,0.021299839,4539.48666279762,26.909891,67.37572,-0.0020840168
16,5496.75190951704,27.963478,74.14008,0.021884918,4533.898315595603,26.999142,67.33423,-0.00085020065
17,5498.885225886836,27.97733,74.15447,0.021505237,4527.578789454348,26.686956,67.287285,0.00054478645
18,5498.014814395568,27.975206,74.148605,0.02166003,4524.4327727005475,27.094824,67.26391,0.0012391806
19,5499.011387353484,27.980928,74.15532,0.021482885,4524.432609064868,26.97214,67.26391,0.0012391806
20,5496.805655588726,27.89978,74.14044,0.021875381,4542.844773062041,27.003597,67.40063,-0.002825141
21,5499.005618232172,28.003359,74.15528,0.021483839,4524.833589561723,27.11414,67.266884,0.0011507869
22,5498.918484251251,27.865095,74.154686,0.021499455,4541.3071816745005,26.838924,67.38922,-0.0024858713
23,5496.277845021706,28.064777,74.13689,0.021969318,4524.42915421966,27.429752,67.26388,0.0012398958
24,5498.212877234838,27.984013,74.14993,0.021624923,4522.93415646947,27.168388,67.25277,0.0015699863
25,5496.585834775474,28.020807,74.13896,0.021914542,4521.752165301699,27.345976,67.24397,0.0018309951
26,5511.680779937365,27.671288,74.24069,0.019228458,4505.644453291492,27.400076,67.12409,0.00538677
27,5522.244309580865,27.563993,74.3118,0.017348826,4495.267663491983,26.24944,67.04675,0.0076773763
28,5522.759325428421,27.360725,74.31527,0.017256975,4496.51115828842,26.376791,67.05604,0.0074027777
29,5519.761518137394,27.385489,74.2951,0.017790437,4496.775362426628,26.38228,67.058,0.007344544
