epoch,train_loss,train_mae,train_rmse,train_mape,train_r2,val_loss,val_mae,val_rmse,val_mape,val_r2,learning_rate
75,1791.4259684085846,12.2049465,42.8488,44.58068,0.67329097,1606.4993726942275,13.749957,41.55405,50.688297,0.6188253,0.0001
76,1807.6284730434418,12.669132,43.041718,46.326656,0.67034245,1603.1190287272136,13.375618,41.497765,47.034924,0.61985725,0.0001
77,1802.3582087357838,12.478252,42.97352,45.372383,0.67138636,1647.0489790174697,13.350497,42.15489,44.718994,0.60772264,0.0001
78,1801.7914570967357,12.433448,42.971664,45.464363,0.6714147,1597.7318742540147,13.185111,41.456364,45.937397,0.62061536,0.0001
79,1780.7718160947163,12.344023,42.720436,45.378113,0.6752455,1575.9109988742405,13.313642,41.166203,47.539707,0.62590754,0.0001
80,1784.7830792268117,12.435569,42.768024,45.8495,0.67452157,1587.4176245795356,13.673995,41.272903,50.61388,0.62396574,0.0001
81,1760.1014994780223,12.24381,42.471317,44.575665,0.67902195,1603.9158681233723,13.874656,41.487083,51.054783,0.6200529,0.0001
82,1755.4901615778606,12.279038,42.415283,45.5457,0.67986834,1586.0354376898872,13.333916,41.339424,46.59795,0.62275267,0.0001
83,1777.9248486359913,12.447088,42.687077,46.935863,0.67575246,1576.804967244466,13.347063,41.16565,47.60836,0.6259176,0.0001
84,1775.964698791504,12.392371,42.66342,45.36176,0.6761117,1587.2296447753906,14.202238,41.169094,54.690613,0.62585497,0.0001
85,1752.7959433396657,12.316822,42.38196,45.596825,0.68037117,1570.259745279948,13.319957,41.109993,47.31709,0.62692845,0.0001
86,1778.5146948496501,12.730464,42.69262,47.232433,0.6756683,1589.6739162868923,13.190092,41.392067,44.55315,0.62179124,0.0001
87,1760.05899087588,12.271903,42.46852,44.665443,0.6790642,1545.6565043131511,13.372668,40.714077,47.064384,0.6340797,0.0001
88,1777.1246140003204,12.670328,42.67712,47.442673,0.6759037,1587.4009874131943,14.364656,41.23331,55.76855,0.6246869,0.0001
89,1721.3041859467824,12.169802,42.001392,44.689255,0.68608564,1548.9009484185112,13.257778,40.81291,47.8046,0.63230103,0.0001
90,1722.650961001714,12.21929,42.01867,45.791264,0.6858274,1548.1487630208333,13.20668,40.81919,47.71506,0.6321878,0.0001
91,1718.9271233081818,12.045519,41.97212,45.033173,0.6865231,1538.7180074055989,14.018833,40.628674,54.886185,0.6356132,0.0001
92,1728.7715771198273,12.33385,42.092674,45.967716,0.6847197,1527.4375661214192,13.582045,40.542206,50.280327,0.63716257,0.0001
93,1723.4630199273427,12.28378,42.024406,45.44156,0.68574154,1571.4871826171875,13.413641,41.151173,47.012897,0.62618065,0.0001
94,1727.10719648997,12.14254,42.07299,45.79816,0.6850145,1526.3392723931206,13.201769,40.534496,45.908607,0.63730055,0.0001
95,1699.9373374780018,12.079642,41.740387,44.99623,0.68997496,1516.432367960612,13.885349,40.340534,52.348812,0.64076334,0.0001
96,1704.424242099126,12.225598,41.79593,45.80368,0.6891493,1526.4278852674697,13.694455,40.476498,49.951054,0.63833773,0.0001
97,1692.2934733231862,12.060876,41.6453,45.208874,0.69138587,1514.0767025417751,13.238717,40.383068,45.78532,0.6400054,0.0001
98,1714.1809452374775,12.200165,41.9161,46.254368,0.6873593,1493.245814005534,13.208063,40.075844,47.140316,0.6454621,0.0001
99,1684.0196777184804,12.0457115,41.543922,45.24107,0.6928866,1495.9229532877605,13.499211,40.089096,49.76132,0.64522755,0.0001
100,1678.5224243005116,11.956627,41.476185,45.103977,0.69388723,1503.6901719835068,13.069714,40.252296,45.28092,0.64233315,0.0001
101,1709.5783148606617,12.382531,41.857983,45.80723,0.6882256,1519.6795467800564,13.177429,40.458706,45.53371,0.6386556,0.0001
102,1687.4842530091603,11.928324,41.584465,43.92423,0.69228685,1486.4403059217666,13.673728,39.90049,51.4797,0.6485579,0.0001
103,1709.0102651119232,12.434886,41.851933,47.210804,0.68831575,1490.1671312120225,13.349817,40.05344,47.80082,0.64585835,0.0001
104,1697.7425241470337,12.237542,41.712467,44.85111,0.6903895,1503.3608957926433,13.273307,40.222347,46.832863,0.64286524,0.0001
105,1657.2046862443287,11.824724,41.211563,43.980854,0.69778085,1489.3199818929036,13.791995,39.93658,52.94271,0.64792186,0.0001
106,1680.50932153066,12.236624,41.49962,46.14148,0.6935413,1470.645016140408,13.2762165,39.76519,49.37051,0.6509373,0.0001
107,1644.933422724406,11.764752,41.059242,44.10868,0.7000108,1467.7736104329426,13.283863,39.69488,48.272152,0.65217054,0.0001
108,1653.1499109268188,11.882219,41.162243,44.541664,0.69850373,1468.1328718397353,13.268144,39.720764,46.89278,0.6517168,0.0001
109,1641.9635229110718,11.816225,41.023453,45.054985,0.7005335,1458.9824761284722,12.990253,39.593052,46.057198,0.65395284,0.0001
110,1634.488224585851,11.677715,40.929203,43.841217,0.70190793,1465.0981936984592,13.613936,39.650776,51.3847,0.6529431,0.0001
111,1634.6758064428966,11.918737,40.9311,44.63193,0.70188034,1452.4481472439236,13.406151,39.498722,49.156387,0.6555998,0.0001
112,1619.8300584952037,11.637805,40.74364,43.916527,0.70460474,1454.0078531901042,13.141113,39.580257,45.229263,0.6541764,0.0001
113,1615.9942665100098,11.6753435,40.697067,44.500957,0.7052797,1474.1106380886501,13.190114,39.84117,45.2715,0.64960206,0.0001
114,1605.553473631541,11.571288,40.563152,43.267372,0.7072161,1458.9757775200737,13.467879,39.512215,49.432636,0.65536445,0.0001
115,1601.9485879739125,11.637005,40.519753,43.72472,0.7078423,1432.8284759521484,13.287254,39.224304,48.486042,0.66036856,0.0001
116,1622.4495220184326,11.894486,40.778427,45.21278,0.70410013,1433.5064239501953,13.3218155,39.244724,47.657677,0.66001487,0.0001
117,1589.530753294627,11.52322,40.362682,44.11423,0.7101029,1471.6575554741753,14.067172,39.716663,53.699417,0.6517887,0.0001
118,1595.6062336762745,11.717192,40.438976,44.62942,0.70900595,1454.799296061198,13.861684,39.50828,51.529564,0.65543306,0.0001
119,1599.907786687215,11.667703,40.49417,44.85552,0.70821106,1410.6493292914497,13.2312355,38.946278,47.90694,0.66516626,0.0001
120,1580.8859215577443,11.491441,40.252693,44.059624,0.71168077,1436.9547017415364,13.09678,39.302765,44.76473,0.6590085,0.0001
121,1607.8325737317402,11.80917,40.594715,45.076447,0.7067603,1427.6610955132378,13.219399,39.141075,46.876873,0.6618084,0.0001
122,1599.8149233659108,11.770281,40.491905,44.554688,0.70824367,1406.9737057156033,13.421006,38.88067,47.812992,0.66629344,0.0001
123,1589.3262279828389,11.530771,40.359768,43.70421,0.71014476,1411.0282355414497,13.123133,38.95803,46.6094,0.66496414,0.0001
124,1583.0753542582195,11.709183,40.2803,44.800747,0.7112851,1432.8742336697048,13.321538,39.225292,48.167713,0.6603515,0.0001
125,1577.7475887934368,11.660462,40.211315,44.19111,0.7122731,1429.2158643934463,13.284065,39.2261,46.80214,0.6603375,0.0001
126,1581.6483929951985,11.633176,40.259857,44.293842,0.7115781,1423.042492336697,13.741349,39.079784,50.42178,0.6628667,0.0001
127,1553.2378074328105,11.548287,39.89919,44.795315,0.71672255,1414.0185919867622,14.1083145,38.94873,55.46329,0.66512406,0.0001
128,1575.0541781584423,11.904345,40.177895,45.669678,0.71275127,1406.3283403184678,13.777175,38.807785,52.6133,0.6675433,0.0001
129,1554.9556062221527,11.633374,39.92038,44.631424,0.7164216,1394.7470330132378,13.329553,38.74267,47.911564,0.66865814,0.0001
130,1581.7614370187123,12.026786,40.263218,46.626225,0.71152985,1404.9590386284722,13.060402,38.89748,45.71275,0.6660048,0.0001
131,1558.196992079417,11.555658,39.961464,43.12516,0.7158376,1372.1440056694878,13.177053,38.352676,48.211243,0.67529523,0.0001
132,1552.4319449265797,11.562036,39.889503,43.492825,0.7168601,1357.7810482449001,13.32944,38.186203,50.495975,0.678108,0.0001
133,1546.5495596726735,11.547538,39.809616,44.41597,0.717993,1393.996844821506,13.697676,38.648304,52.082287,0.6702702,0.0001
134,1537.9233292738597,11.545349,39.70195,44.862537,0.7195164,1399.0502285427517,13.202547,38.79413,47.138138,0.6677773,0.0001
135,1531.2479600111644,11.424344,39.616203,44.610153,0.7207266,1366.1005181206597,13.003265,38.312298,46.51701,0.67597854,0.0001
136,1516.9014874299367,11.369256,39.429108,43.53895,0.7233583,1363.5045471191406,13.234382,38.228397,48.554077,0.6773962,0.0001
137,1518.3276634216309,11.419926,39.446785,44.00929,0.72311014,1389.7088436550564,14.341581,38.590157,57.798035,0.67126155,0.0001
138,1517.5925245285034,11.435562,39.43879,44.402184,0.7232224,1368.224856906467,13.714559,38.27354,51.749832,0.67663383,0.0001
139,1508.934284210205,11.388108,39.325478,44.679337,0.7248105,1349.8994564480251,13.182993,38.10667,46.504395,0.6794474,0.0001
140,1522.9673663775127,11.561926,39.50645,45.14564,0.72227186,1375.3111097547744,13.175271,38.460144,45.567947,0.673473,0.0001
141,1511.0496639410655,11.336467,39.353405,43.28016,0.7244195,1346.6694471571182,13.190328,38.049835,46.211624,0.6804029,0.0001
142,1524.9658816655476,11.516806,39.534817,43.749187,0.7218729,1322.5697479248047,13.169888,37.712563,48.49801,0.68604356,0.0001
143,1523.1630342006683,11.493122,39.510136,44.950672,0.72222006,1356.2491031222874,13.674245,38.12676,52.27494,0.67910933,0.0001
144,1510.2812713781993,11.5421915,39.343628,44.153397,0.72455645,1364.179167005751,13.667712,38.263634,50.611877,0.6768012,0.0001
145,1501.4679785569508,11.529807,39.22689,45.746048,0.72618854,1353.7029317220051,13.476261,38.124096,48.86811,0.67915416,0.0001
146,1511.4667682647705,11.500342,39.3592,44.141205,0.72433835,1344.5098571777344,13.590386,37.970505,51.500927,0.6817341,0.0001
147,1492.4386652310689,11.488057,39.108036,44.279728,0.7278453,1349.6932525634766,14.196056,37.98823,56.04158,0.6814369,0.0001
148,1507.773136774699,11.676062,39.309235,44.70721,0.72503775,1320.9970957438152,13.301323,37.683376,48.843006,0.6865293,0.0001
149,1518.4368776480358,11.754918,39.44882,46.038696,0.7230816,1375.1355082194011,13.149089,38.465702,44.957115,0.6733786,0.0001
150,1539.5901521046956,11.79577,39.722614,44.572803,0.71922433,1323.0122697618272,12.987849,37.689274,45.91031,0.68643117,0.0001
151,1498.5670895576477,11.5838785,39.190327,44.4005,0.72669876,1329.2712622748481,14.246861,37.695103,56.86721,0.6863342,0.0001
152,1528.475909948349,12.15594,39.580284,48.893555,0.7212329,1315.025099012587,13.120768,37.580357,45.90561,0.6882409,0.0001
153,1506.4054787158966,11.686307,39.293663,45.291443,0.7252556,1312.5526546902126,13.177875,37.5188,47.251198,0.6892614,0.0001
154,1468.4861814975739,11.311806,38.79376,43.913147,0.7322019,1319.6445448133682,13.978929,37.545723,54.215958,0.6888153,0.0001
155,1472.8626040617626,11.540295,38.851635,45.404835,0.7314023,1284.8351949055989,12.964277,37.158268,46.347702,0.69520473,0.0001
156,1483.0614352226257,11.560405,38.986237,44.76078,0.72953784,1302.0958777533638,12.883418,37.414734,45.72095,0.6909828,0.0001
157,1451.514995098114,11.155925,38.568512,42.747597,0.7353027,1271.965040418837,13.275444,36.870773,49.981037,0.6999029,0.0001
158,1477.837440888087,11.541865,38.917587,44.854824,0.7304895,1269.1781311035156,13.019107,36.925137,47.27798,0.6990173,0.0001
159,1454.8865607579548,11.179114,38.614258,42.797436,0.73467433,1327.999476114909,13.181711,37.785538,46.14471,0.6848273,0.0001
160,1463.2903322378795,11.260553,38.7243,43.0123,0.73315996,1292.362053765191,13.399807,37.20457,49.488075,0.69444466,0.0001
161,1471.4120285511017,11.57186,38.83348,44.54927,0.7316532,1311.6523098415798,13.5624485,37.501537,49.87804,0.6895473,0.0001
162,1460.2506155172985,11.373355,38.686398,43.66991,0.73368204,1299.1102769639756,13.372734,37.34186,49.909397,0.6921854,0.0001
163,1441.4137961069744,11.243058,38.435238,43.54664,0.73712885,1304.2530432807075,13.993024,37.35559,55.166965,0.69195896,0.0001
164,1440.9880329767864,11.273174,38.428524,43.6772,0.73722064,1290.1815168592666,12.902307,37.247337,46.459152,0.69374174,0.0001
165,1438.0124444961548,11.267587,38.390026,45.046425,0.7377469,1274.5858713785808,12.903902,36.96146,46.671,0.6984249,0.0001
166,1418.1734875043232,11.034793,38.123928,43.615105,0.74136984,1260.4257388644749,13.097175,36.784286,48.319923,0.7013091,0.0001
167,1414.6843218008678,11.014055,38.078087,43.185326,0.74199146,1275.7532789442275,13.288311,36.985443,47.897293,0.69803333,0.0001
168,1428.9435368378956,11.134118,38.26776,43.708286,0.7394147,1265.1642235649956,13.035586,36.881527,46.72882,0.6997278,0.0001
169,1405.9767848650615,11.06496,37.95838,43.372505,0.7436111,1270.3067050509983,13.627181,36.856308,51.08304,0.7001383,0.0001
170,1405.3937021891277,11.076388,37.95201,43.601463,0.74369717,1268.7369978162978,13.701689,36.8686,51.544933,0.69993824,0.0001
171,1400.8045069376628,11.246852,37.890392,44.60759,0.7445288,1286.8338267008464,14.010035,37.12242,53.991997,0.6957925,0.0001
172,1414.9937884807587,11.416502,38.082367,44.573425,0.74193347,1264.607681274414,13.5144205,36.822865,49.952114,0.7006822,0.0001
173,1404.8904922008514,11.194581,37.94593,43.929817,0.7437793,1245.9835849338108,12.998931,36.57718,46.089806,0.70466304,0.0001
174,1439.5294047991435,11.484056,38.407814,44.921524,0.7375038,1310.2488538953994,13.086188,37.540054,45.28525,0.68890923,0.0001
175,1414.123389641444,11.163246,38.06871,42.860394,0.7421185,1240.9622633192275,13.169719,36.426895,48.56878,0.707085,0.0001
176,1432.204417069753,11.246896,38.31283,43.349876,0.7388005,1245.0681728786892,13.365093,36.52749,48.949825,0.70546496,0.0001
177,1381.862023671468,11.050488,37.63267,44.254288,0.7479922,1261.5914408365886,13.394439,36.7345,48.635864,0.7021171,0.0001
178,1394.9547434647877,11.050508,37.81173,43.72359,0.7455884,1247.0626831054688,13.354658,36.533768,49.1307,0.70536375,0.0001
179,1392.32084552447,11.250409,37.773422,43.755104,0.74610364,1247.9010586208767,13.7035055,36.510822,52.547924,0.70573366,0.0001
180,1398.2451380093892,11.14122,37.85618,42.888275,0.7449899,1226.8951059977214,13.267371,36.253567,49.107445,0.70986587,0.0001
181,1369.9318715731304,11.075234,37.46984,43.60888,0.7501683,1240.8614417182075,13.167897,36.46213,47.544186,0.70651805,0.0001
182,1382.31867146492,10.966816,37.63981,43.000317,0.7478967,1247.2826148139106,12.938969,36.597794,45.58089,0.7043301,0.0001
183,1373.9893542130787,10.914355,37.52683,42.970688,0.74940777,1241.0041063096787,12.897425,36.474495,45.28917,0.706319,0.0001
184,1368.4460300604503,10.80755,37.449825,42.31251,0.7504351,1211.2628072102864,13.151676,36.02399,48.84795,0.71352875,0.0001
185,1388.2821466128032,11.293011,37.71843,44.557266,0.7468423,1227.6119961208767,13.565409,36.189556,52.081364,0.7108896,0.0001
186,1350.713403860728,10.836639,37.207367,42.98814,0.75365615,1216.7050526936848,13.060995,36.07521,48.28953,0.7127136,0.0001
187,1348.5293273925781,10.887196,37.177742,43.232986,0.7540483,1196.511695014106,12.838037,35.786533,46.841972,0.717293,0.0001
188,1339.212210337321,10.736887,37.04876,42.15162,0.7557519,1205.1036309136284,13.220878,35.92725,50.25638,0.71506536,0.0001
189,1364.5131519635518,10.9312725,37.395977,43.013744,0.7511523,1209.5245225694443,13.976157,35.94536,55.518456,0.714778,0.0001
190,1361.1318794091542,11.264436,37.34949,44.642582,0.7517706,1197.9340023464626,13.232181,35.80604,49.00468,0.7169847,0.0001
191,1392.574794769287,11.271148,37.77906,44.719482,0.7460278,1197.754133436415,12.943406,35.852425,45.528076,0.7162509,0.0001
192,1355.1181952953339,11.073981,37.267433,43.995136,0.7528601,1195.3949042426216,12.983171,35.755486,46.083027,0.71778333,0.0001
193,1339.890834013621,10.755686,37.057755,42.10358,0.7556333,1214.1711086697048,13.674786,36.047405,53.105705,0.7131562,0.0001
194,1346.1012415885925,11.185116,37.143044,45.2242,0.7545072,1250.119608561198,14.317443,36.54116,56.17531,0.7052444,0.0001
195,1354.7882929642994,11.157367,37.261974,44.855778,0.75293255,1204.781455145942,13.005011,35.95495,46.57952,0.71462584,0.0001
196,1340.210842847824,10.808883,37.06247,43.254738,0.7555711,1199.2124549018013,13.3008995,35.825512,49.450584,0.71667683,0.0001
197,1327.0657750765483,10.875205,36.876358,42.788933,0.7580198,1195.9184468587239,13.273183,35.79203,48.135128,0.7172061,0.0001
198,1329.6187578042347,10.803266,36.914463,42.081112,0.7575194,1218.9636094835068,12.921087,36.189228,44.87101,0.7108947,0.0001
199,1334.0699718793232,10.832106,36.97598,43.39287,0.7567106,1212.2981448703342,13.221683,36.04521,48.298256,0.71319115,0.0001
200,1317.248527765274,10.749622,36.74335,43.23903,0.7597622,1204.271475897895,12.816843,35.917065,45.933994,0.7152269,0.0001
201,1319.8051222960155,10.679803,36.779037,41.984222,0.75929534,1215.9724663628472,12.938162,36.120293,46.168594,0.7119951,7e-05
202,1298.8449944655101,10.647699,36.48279,41.81163,0.7631573,1172.2243398030598,13.1257715,35.4072,49.457504,0.72325456,7e-05
203,1297.0541033744812,10.591912,36.46054,41.482285,0.76344615,1187.057699415419,13.53615,35.628975,52.106453,0.71977687,7e-05
204,1300.5883697668712,10.689013,36.510567,42.160362,0.7627966,1172.661117553711,13.431618,35.44327,51.78404,0.72269034,7e-05
205,1295.4572286605835,10.747582,36.438572,42.621162,0.7637311,1170.4833763970269,13.117724,35.41576,48.568913,0.7231207,7e-05
206,1303.6276481946309,10.759477,36.553165,43.596424,0.76224273,1197.5733812120225,12.835628,35.85431,45.24219,0.7162211,7e-05
207,1291.1608990828197,10.498076,36.37747,42.353264,0.76452285,1161.8634389241536,13.038546,35.271114,48.771717,0.7253778,7e-05
