epoch,train_loss,train_mae,train_rmse,train_mape,train_r2,val_loss,val_mae,val_rmse,val_mape,val_r2,learning_rate,is_best_loss,is_best_r2
186,3545.536376953125,17.05895,56.427452,68.08741,0.6332791,3252.234375,18.91061,54.136333,72.46517,0.6866678,9.998853855614805e-06,True,True
187,3477.21484375,16.22228,55.851696,64.63573,0.64072454,3257.67431640625,19.637327,54.181404,79.609604,0.6861459,9.998837063171749e-06,False,False
188,3512.406982421875,17.131859,56.14895,71.97925,0.63689005,3226.801513671875,18.481392,53.91496,66.84456,0.6892251,9.99882014862103e-06,True,True
189,3479.786865234375,16.01501,55.874672,60.71782,0.6404289,3224.07763671875,18.494078,53.89172,67.17352,0.689493,9.998803111963073e-06,True,True
190,3483.26416015625,16.009039,55.902092,60.72819,0.6400759,3336.49072265625,20.20089,54.794907,82.24938,0.678998,9.99878595319829e-06,False,False
191,3625.119140625,18.098015,57.055595,74.69539,0.625069,3376.3671875,19.28413,55.23616,65.528755,0.67380726,9.998768672327109e-06,False,False
192,3597.497314453125,17.038544,56.86607,60.578453,0.6275557,3285.346923828125,19.18969,54.46124,71.767426,0.68289554,9.998751269349956e-06,False,False
193,3537.347412109375,16.98054,56.362774,64.90875,0.6341193,3286.518798828125,20.511171,54.41122,87.18451,0.6834777,9.998733744267258e-06,False,False
194,3563.20703125,17.792662,56.54289,75.24132,0.63177705,3145.40771484375,18.517294,53.228653,72.62698,0.6970867,9.998716097079452e-06,True,True
195,3426.365234375,16.113922,55.40353,66.4005,0.6464672,3194.97314453125,18.474264,53.70979,66.81596,0.6915859,9.998698327786969e-06,False,False
196,3461.697021484375,16.409178,55.743263,64.513916,0.6421182,3173.247802734375,18.955528,53.530483,73.76618,0.69364166,9.99868043639025e-06,False,False
197,3435.380859375,16.659336,55.5194,69.4044,0.64498687,3186.819091796875,19.783903,53.62277,82.954796,0.69258446,9.998662422889738e-06,False,False
198,3425.34619140625,16.96958,55.4182,74.002,0.64627993,3111.69189453125,18.928726,52.98624,77.76052,0.6998395,9.998644287285872e-06,True,True
199,3385.20703125,16.206945,55.080936,68.83562,0.6505722,3111.611083984375,18.92384,52.98834,77.71407,0.69981575,9.998626029579104e-06,True,False
200,3386.772216796875,16.215773,55.09086,68.763535,0.6504463,3097.577392578125,18.595284,52.875652,72.68649,0.7010911,9.998607649769882e-06,True,True
201,3366.296630859375,15.8174925,54.918716,63.55362,0.65262735,3093.613037109375,18.918528,52.848854,75.54611,0.701394,9.998589147858662e-06,True,True
202,3373.534912109375,16.110212,54.98155,65.744,0.6518321,3086.794189453125,18.87668,52.791073,74.29258,0.70204663,9.998570523845897e-06,True,True
203,3357.56689453125,15.9551325,54.84365,64.427025,0.6535764,3086.32861328125,18.617079,52.79852,70.83119,0.7019626,9.998551777732051e-06,True,False
204,3342.796142578125,15.649983,54.72657,61.58285,0.65505385,3080.607666015625,18.875935,52.756645,74.33432,0.70243514,9.998532909517584e-06,True,True
205,3329.10986328125,15.754637,54.60276,64.39168,0.6566129,3077.997802734375,19.123522,52.740417,77.572014,0.7026181,9.998513919202961e-06,True,True
206,3320.495849609375,15.928343,54.529026,67.0675,0.6575396,3061.713623046875,19.0094,52.614548,76.95791,0.7040359,9.998494806788653e-06,True,True
207,3308.577392578125,15.77643,54.428455,65.859116,0.6588017,3041.35693359375,19.099268,52.442623,79.376396,0.70596695,9.998475572275128e-06,True,True
208,3299.356689453125,15.789355,54.34528,66.735115,0.6598437,3035.683349609375,19.323315,52.39805,82.34707,0.70646656,9.998456215662861e-06,True,True
209,3286.380615234375,15.77237,54.234447,67.62958,0.6612297,3034.795654296875,19.318556,52.38936,82.332565,0.70656395,9.998436736952336e-06,True,True
210,3290.623046875,15.802644,54.272205,67.709526,0.6607579,3034.522705078125,18.502527,52.381668,70.26125,0.7066501,9.998417136144026e-06,True,True
211,3300.302734375,15.432068,54.362587,59.995182,0.659627,3011.89990234375,18.794132,52.17479,74.82225,0.7089626,9.998397413238417e-06,True,True
212,3271.009033203125,15.484577,54.10517,63.601215,0.66284287,2997.461669921875,18.851553,52.018883,76.57669,0.7106993,9.998377568235996e-06,True,True
213,3272.754150390625,15.765809,54.12195,65.98227,0.6626337,2968.09033203125,17.96985,51.74804,67.925575,0.7137041,9.998357601137253e-06,True,True
214,3268.455810546875,15.313868,54.08778,60.56812,0.6630596,2926.288818359375,18.003832,51.35799,70.0847,0.71800375,9.998337511942683e-06,True,True
215,3239.558349609375,15.319403,53.83421,62.574726,0.66621137,2932.474365234375,18.374636,51.398396,74.36947,0.7175598,9.998317300652776e-06,False,False
216,3245.576904296875,15.557113,53.872295,65.47714,0.66573894,2907.912841796875,18.153286,51.236122,70.84649,0.71934044,9.998296967268032e-06,True,True
217,3229.902099609375,15.24515,53.74304,61.861576,0.667341,2894.697021484375,18.384058,51.13033,74.57459,0.72049826,9.998276511788958e-06,True,True
218,3214.745361328125,15.316602,53.617672,63.966625,0.6688912,2879.954833984375,18.811993,50.99778,80.23301,0.7219455,9.998255934216055e-06,True,True
219,3208.890380859375,15.634906,53.568962,68.18527,0.66949254,2881.319580078125,18.844593,51.008904,80.56764,0.7218242,9.99823523454983e-06,False,False
220,3209.995361328125,15.636281,53.57195,68.35278,0.66945565,2990.81787109375,18.208256,52.01009,63.200527,0.7107972,9.998214412790794e-06,False,False
221,3297.646484375,15.73967,54.36276,57.288586,0.6596249,2886.590087890625,18.244127,51.062286,68.43571,0.7212417,9.998193468939462e-06,False,False
222,3227.2265625,15.484154,53.73691,61.775375,0.6674168,2887.414306640625,19.064722,51.03013,78.16098,0.72159266,9.998172402996349e-06,False,False
223,3250.941650390625,16.319416,53.92263,69.64863,0.66511405,2851.846923828125,17.865805,50.73385,68.434784,0.7248161,9.998151214961978e-06,True,True
224,3223.853271484375,15.460979,53.709423,62.431305,0.66775703,2869.160888671875,18.295269,50.918125,73.42447,0.7228135,9.998129904836869e-06,False,False
225,3234.089111328125,15.857112,53.807808,65.74216,0.6665387,2844.2333984375,19.141985,50.729404,82.31054,0.72486436,9.998108472621545e-06,True,True
226,3201.729248046875,16.04874,53.52714,69.96194,0.6700083,2835.800537109375,18.418217,50.634792,73.17509,0.7258897,9.998086918316545e-06,True,True
227,3171.47802734375,15.242686,53.246643,61.97443,0.6734578,2892.118408203125,18.530403,51.168884,70.30058,0.72007656,9.99806524192239e-06,False,False
228,3201.130615234375,15.506162,53.524616,60.82267,0.67003953,2838.779296875,18.941078,50.698524,77.88508,0.7251992,9.99804344343962e-06,False,False
229,3160.63671875,15.631275,53.163563,66.919174,0.674476,2837.09228515625,18.909782,50.682858,77.57786,0.72536904,9.99802152286877e-06,False,False
230,3163.474853515625,15.620765,53.18726,66.87474,0.67418575,2804.513671875,19.132694,50.404583,81.444016,0.72837645,9.997999480210385e-06,True,True
231,3144.493408203125,15.722456,53.02229,69.423256,0.6762037,2800.44287109375,18.792442,50.385338,79.21599,0.7285839,9.997977315465007e-06,True,True
232,3148.995849609375,15.554475,53.068653,66.9055,0.67563725,2789.536376953125,18.48577,50.293034,75.3762,0.7295774,9.99795502863318e-06,True,True
233,3142.48193359375,15.254735,53.00944,63.14391,0.6763607,2785.177001953125,18.900463,50.263237,78.8224,0.72989774,9.99793261971546e-06,True,True
234,3127.923828125,15.422027,52.882805,64.74045,0.67790514,2775.91015625,18.46803,50.149197,73.37135,0.731122,9.997910088712392e-06,True,True
235,3108.199951171875,15.095978,52.704292,60.955048,0.680076,2751.083740234375,18.23934,49.902386,70.79622,0.733762,9.99788743562454e-06,True,True
236,3099.440185546875,15.018619,52.633778,59.732483,0.68093145,2720.031982421875,18.438953,49.60793,75.23591,0.7368947,9.997864660452458e-06,True,True
237,3097.956787109375,15.111114,52.608,63.37653,0.68124396,2718.3837890625,18.536251,49.594578,78.559425,0.73703635,9.997841763196708e-06,True,True
238,3079.521484375,15.266618,52.443745,66.941444,0.6832313,2745.079345703125,18.422165,49.86224,77.80193,0.7341902,9.997818743857858e-06,False,False
239,3070.596923828125,15.2406225,52.37001,66.73839,0.6841214,2743.197021484375,18.461761,49.848034,78.22317,0.73434174,9.997795602436474e-06,False,False
240,3070.470703125,15.23342,52.373096,66.63761,0.6840842,2757.701416015625,18.799759,49.99197,80.09269,0.7328053,9.997772338933127e-06,False,False
241,3069.12109375,15.250424,52.347515,66.705215,0.68439275,2724.7646484375,18.187462,49.678997,72.16178,0.7361403,9.997748953348388e-06,False,False
242,3036.845947265625,14.732669,52.073154,59.99168,0.6876924,2710.224609375,18.326565,49.56051,73.28345,0.73739755,9.99772544568284e-06,True,True
243,3038.626708984375,14.754203,52.08773,59.49105,0.6875175,2706.82080078125,18.775307,49.543823,78.07592,0.7375743,9.997701815937062e-06,True,True
244,3046.4248046875,14.980272,52.15161,62.49268,0.68675053,2692.684326171875,18.105478,49.414402,71.58458,0.7389436,9.997678064111631e-06,True,True
245,3033.672607421875,14.605085,52.0459,59.076626,0.6880192,2693.818603515625,18.373764,49.455223,74.805046,0.73851204,9.99765419020714e-06,False,False
246,3010.994384765625,14.708688,51.840992,61.497,0.69047093,2691.0771484375,18.84356,49.444706,79.72471,0.73862326,9.997630194224173e-06,True,False
247,3013.113037109375,15.049238,51.857613,65.14925,0.6902724,2666.68310546875,18.073912,49.188534,71.23339,0.74132466,9.997606076163328e-06,True,True
248,3004.689208984375,14.708999,51.79381,60.275196,0.6910341,2642.0224609375,18.447788,48.94579,76.68172,0.74387145,9.997581836025194e-06,True,True
249,2995.4853515625,14.78326,51.699837,63.14662,0.6921542,2634.544921875,18.342016,48.86173,75.964745,0.74475044,9.997557473810373e-06,True,True
250,2994.863525390625,14.799401,51.69369,63.365383,0.6922274,2613.515869140625,18.081919,48.656307,74.075195,0.7468921,9.997532989519462e-06,True,True
251,2979.949462890625,14.6007805,51.556755,61.98544,0.6938558,2617.467529296875,18.112402,48.70554,74.18184,0.74637973,9.99750838315307e-06,False,False
252,2982.104248046875,14.671135,51.57743,62.22195,0.69361025,2607.048828125,18.09084,48.606857,74.32764,0.74740636,9.997483654711801e-06,True,True
253,2976.44970703125,14.699518,51.53193,62.80931,0.69415057,2581.10205078125,17.738955,48.34182,70.45371,0.7501535,9.99745880419627e-06,True,True
254,2955.994873046875,14.462955,51.351315,60.51389,0.6962908,2534.357666015625,17.709595,47.88233,70.651695,0.7548805,9.99743383160708e-06,True,True
255,2956.86328125,14.589546,51.358387,61.802536,0.69620717,2527.808837890625,17.73272,47.819332,71.06614,0.75552505,9.997408736944858e-06,True,True
256,2942.312744140625,14.672903,51.229557,62.83938,0.6977293,2559.14404296875,17.662802,48.146328,68.53696,0.75217015,9.997383520210215e-06,False,False
257,2948.322021484375,14.601971,51.291866,60.92759,0.6969936,2529.885986328125,18.036932,47.88379,74.909256,0.7548655,9.99735818140378e-06,False,False
258,2929.073974609375,14.777694,51.116833,65.01308,0.69905806,2511.61328125,18.040976,47.71717,75.467514,0.75656855,9.997332720526175e-06,True,True
259,2919.3759765625,14.59743,51.019398,63.81713,0.70020425,2512.228271484375,18.060703,47.725624,75.67404,0.7564823,9.997307137578026e-06,False,False
260,2923.832763671875,14.604035,51.05982,63.869827,0.69972897,2541.522705078125,18.094954,48.02065,74.9159,0.7534623,9.997281432559968e-06,False,False
261,2914.8408203125,14.543201,50.98286,62.26774,0.7006334,2518.448486328125,18.433258,47.80262,78.058716,0.75569594,9.997255605472636e-06,False,False
262,2919.491943359375,14.739406,51.020016,64.646706,0.700197,2478.99560546875,17.65007,47.394047,70.4649,0.75985426,9.99722965631666e-06,True,True
263,2894.9453125,14.386863,50.800552,60.69924,0.70277065,2478.593017578125,17.749256,47.407383,71.61815,0.7597191,9.997203585092689e-06,True,False
264,2888.14111328125,14.494479,50.738712,62.0691,0.70349383,2482.278564453125,17.706005,47.445324,71.78164,0.7593343,9.99717739180136e-06,False,False
265,2880.118896484375,14.495613,50.66846,62.5231,0.70431435,2478.364501953125,17.499556,47.40906,69.81605,0.759702,9.997151076443323e-06,True,False
266,2874.423583984375,14.379959,50.620102,61.252506,0.7048785,2479.554931640625,18.043947,47.441635,75.88873,0.75937176,9.997124639019226e-06,False,False
267,2875.966552734375,14.556875,50.62726,63.826996,0.704795,2451.646484375,17.623346,47.16732,71.199234,0.7621464,9.997098079529722e-06,True,True
268,2856.579833984375,14.315986,50.4552,60.529934,0.7067982,2440.52001953125,17.575048,47.045807,70.88885,0.76337034,9.997071397975468e-06,True,True
269,2849.436279296875,14.328782,50.382458,61.750595,0.7076429,2441.732177734375,17.53418,47.052074,70.49535,0.7633073,9.997044594357117e-06,False,False
270,2848.470458984375,14.339292,50.379784,61.671238,0.707674,2443.0927734375,17.367792,47.073044,66.81825,0.7630963,9.997017668675335e-06,False,False
271,2856.3515625,14.245948,50.454906,58.73242,0.70680153,2419.274169921875,17.640322,46.837635,71.73985,0.76545984,9.996990620930782e-06,True,True
272,2855.2939453125,14.470647,50.43346,62.28088,0.70705074,2470.602294921875,17.578506,47.337265,70.52954,0.7604293,9.99696345112413e-06,False,False
273,2845.662353515625,14.30957,50.357204,60.15808,0.707936,2449.960693359375,17.964746,47.136444,75.29108,0.7624577,9.996936159256049e-06,False,False
274,2843.341552734375,14.590228,50.33414,63.86823,0.70820343,2474.97412109375,17.338688,47.368744,66.277626,0.7601106,9.996908745327212e-06,False,False
275,2842.671875,14.2900095,50.32807,58.060966,0.70827377,2403.652587890625,17.725044,46.645397,73.53667,0.76738113,9.99688120933829e-06,True,True
276,2817.871826171875,14.586126,50.10167,64.11707,0.71089256,2384.985107421875,17.137579,46.463455,68.854836,0.7691923,9.99685355128997e-06,True,True
277,2820.219482421875,14.264967,50.122826,61.460667,0.71064836,2409.559814453125,17.465866,46.716137,72.378716,0.76667506,9.996825771182931e-06,False,False
278,2813.530029296875,14.410072,50.061665,64.10221,0.7113541,2417.138427734375,17.278082,46.806004,68.448555,0.7657765,9.99679786901786e-06,False,False
279,2798.26904296875,14.164576,49.921707,61.09559,0.7129658,2417.565673828125,17.332144,46.814857,69.04358,0.7656879,9.996769844795441e-06,False,False
280,2800.501220703125,14.175137,49.940605,61.131042,0.7127484,2380.715576171875,17.927645,46.439537,76.54293,0.7694298,9.99674169851637e-06,True,True
281,2814.03466796875,14.907638,50.07645,67.098236,0.71118355,2531.260986328125,17.522104,47.956486,62.443153,0.75412065,9.99671343018134e-06,False,False
282,2878.216796875,14.820075,50.681034,54.80315,0.7041676,2413.671875,18.321081,46.79772,75.678696,0.76585937,9.996685039791049e-06,False,False
283,2831.43505859375,14.954918,50.230137,63.846462,0.70940804,2397.655517578125,17.840677,46.635838,72.74309,0.76747644,9.996656527346198e-06,False,False
284,2811.95703125,14.812993,50.061184,63.03197,0.7113596,2429.248779296875,17.534931,46.962368,69.395226,0.764209,9.99662789284749e-06,False,False
285,2797.052734375,14.445017,49.941383,60.622467,0.71273947,2406.340087890625,18.081217,46.73249,73.18269,0.7665117,9.99659913629563e-06,False,False
286,2797.392333984375,14.961801,49.94041,65.29597,0.7127507,2418.28515625,17.563866,46.85696,65.22331,0.76526624,9.996570257691329e-06,False,False
287,2802.3857421875,14.549243,49.983727,58.42158,0.71225214,2360.468017578125,18.316822,46.31106,78.57073,0.7707038,9.9965412570353e-06,True,True
288,2790.462646484375,15.004618,49.872105,68.45842,0.7135359,2378.07958984375,17.604246,46.474785,73.97031,0.76907974,9.996512134328252e-06,False,False
289,2759.751708984375,14.467289,49.58284,64.85456,0.7168493,2376.40380859375,17.62112,46.46402,74.081604,0.7691867,9.996482889570917e-06,False,False
290,2752.744384765625,14.482103,49.525597,64.768616,0.7175027,2313.891845703125,18.118525,45.85456,77.2925,0.775202,9.996453522764008e-06,True,True
291,2801.929931640625,15.225914,49.987236,68.02944,0.7122117,2448.299560546875,17.50089,47.186626,63.539185,0.7619516,9.996424033908247e-06,False,False
292,2814.811279296875,14.607419,50.10341,54.723785,0.71087253,2452.28076171875,18.610712,47.281403,77.45776,0.76099443,9.996394423004368e-06,False,False
293,2807.24072265625,15.142257,50.031353,62.04747,0.71170354,2269.068603515625,17.737226,45.40416,73.985504,0.77959645,9.996364690053098e-06,True,True
294,2749.2490234375,14.595054,49.489407,61.168427,0.7179154,2297.1162109375,17.527433,45.685596,69.73554,0.77685565,9.99633483505517e-06,False,False
295,2753.98681640625,14.577578,49.528187,61.18752,0.71747315,2464.79248046875,18.206656,47.384426,76.077446,0.7599517,9.996304858011325e-06,False,False
296,2751.632568359375,15.031403,49.528286,66.90757,0.7174721,2393.890380859375,17.768822,46.68502,72.33846,0.7669858,9.996274758922298e-06,False,False
297,2738.851318359375,14.635445,49.404,64.28692,0.7188882,2332.470703125,17.725151,46.071964,71.264114,0.7730653,9.996244537788834e-06,False,False
298,2724.184326171875,14.633017,49.27228,63.493103,0.7203852,2372.417724609375,17.697363,46.450718,73.11452,0.7693188,9.996214194611679e-06,False,False
299,2725.935302734375,14.556463,49.280323,64.44793,0.7202939,2378.837158203125,17.705976,46.517384,73.07867,0.7686562,9.99618372939158e-06,False,False
300,2727.187744140625,14.590991,49.292152,64.41012,0.72015965,2360.531982421875,17.647348,46.314465,75.28813,0.7706701,9.996153142129288e-06,False,False
301,2754.591796875,14.882675,49.552235,67.03676,0.7171988,2373.192138671875,18.39264,46.43467,83.46949,0.7694782,9.996122432825561e-06,False,False
302,2725.497802734375,15.248103,49.276268,72.151146,0.7203399,2478.810546875,17.64119,47.48993,65.548805,0.7588816,9.996091601481155e-06,False,False
303,2745.385986328125,14.803879,49.48468,59.989975,0.7179693,2407.5166015625,17.748625,46.76153,68.962814,0.7662214,9.996060648096829e-06,False,False
304,2706.7138671875,14.601676,49.10837,61.76657,0.7222425,2352.89111328125,17.753996,46.213448,73.534096,0.77166945,9.99602957267335e-06,False,False
305,2705.930419921875,14.702571,49.089397,65.26297,0.72245705,2478.30126953125,17.68434,47.450573,71.01279,0.75928104,9.995998375211482e-06,False,False
306,2689.771728515625,14.233762,48.953285,60.498768,0.72399396,2469.37353515625,18.333303,47.40351,76.995926,0.75975835,9.995967055711998e-06,False,False
307,2662.814453125,14.291425,48.707703,62.137897,0.72675633,2388.133544921875,17.987154,46.584957,74.414246,0.76798356,9.995935614175666e-06,False,False
308,2650.552490234375,14.234157,48.569614,61.298496,0.72830343,2396.456787109375,17.533064,46.65353,70.31233,0.7673,9.995904050603262e-06,False,False
309,2650.390380859375,14.200833,48.576538,60.19924,0.72822595,2401.647705078125,17.565556,46.708508,70.62097,0.7667512,9.995872364995576e-06,False,False
310,2651.08935546875,14.21256,48.58133,60.21065,0.72817236,2588.533447265625,20.46349,48.53037,93.97167,0.7482007,9.995840557353374e-06,False,False
311,2801.421875,16.668558,49.996555,78.30137,0.71210444,2645.63671875,18.02151,49.089287,60.203564,0.7423674,9.99580862767745e-06,False,False
312,2953.509521484375,16.047611,51.43359,56.953655,0.6953168,2420.800537109375,17.971813,46.89753,67.10621,0.7648596,9.995776575968588e-06,False,False
313,2724.123779296875,15.353674,49.310734,62.435486,0.7199486,2677.246337890625,19.830807,49.356514,82.38243,0.7395548,9.995744402227585e-06,False,False
314,3010.8017578125,16.902283,51.85328,70.175385,0.6903242,2567.958984375,18.051607,48.327778,64.34806,0.7502986,9.995712106455226e-06,False,False
315,2944.434326171875,16.374851,51.363384,59.194195,0.69614804,2460.716796875,18.191555,47.326664,72.03055,0.7605366,9.995679688652315e-06,False,False
316,3003.393798828125,16.419992,51.87869,64.07876,0.6900207,2720.248779296875,22.432426,49.997513,103.40072,0.73274606,9.99564714881965e-06,False,False
317,3003.79248046875,19.093767,51.979725,87.896286,0.688812,2537.199951171875,19.37682,48.147728,80.55973,0.7521557,9.995614486958031e-06,False,False
318,2769.59228515625,15.731534,49.757515,68.4156,0.7148508,2496.010498046875,19.480267,47.76627,77.754524,0.7560673,0.0,False,False
319,2849.836181640625,17.530277,50.566307,77.97378,0.7055054,2494.34765625,19.456553,47.74897,77.24279,0.756244,9.995548797151164e-06,False,False
320,2859.1484375,17.566872,50.638264,78.0805,0.7046667,2606.843017578125,19.204557,48.810055,78.78319,0.74529004,9.995515769207535e-06,False,False
321,2791.1455078125,16.768726,50.01212,74.371124,0.71192515,2630.89697265625,20.759205,49.004498,95.092285,0.7432566,9.9954826192382e-06,False,False
322,2839.257080078125,18.076202,50.48209,90.74931,0.7064855,2570.791015625,20.909157,48.439453,97.01597,0.74914324,9.99544934724397e-06,False,False
323,2867.247314453125,18.116821,50.73138,89.14581,0.70357955,2458.022216796875,18.539967,47.335693,76.165184,0.76044524,9.99541595322567e-06,False,False
