epoch,train_loss,train_mae,train_rmse,train_mape,train_r2,val_loss,val_mae,val_rmse,val_mape,val_r2,learning_rate,is_best_loss,is_best_r2
88,4695.72216796875,19.47274,65.15394,69.39595,0.5110818,4943.95556640625,20.581486,66.60507,67.62217,0.52571213,9.999907115592922e-06,True,True
89,4668.68994140625,19.01765,64.97592,63.151485,0.5137499,4919.25390625,20.881863,66.43788,70.8062,0.52809036,9.99990229123788e-06,True,True
90,4640.72607421875,19.028,64.769745,65.37195,0.5168308,4872.32373046875,20.964706,66.11316,74.61824,0.5326921,9.999897344748895e-06,True,True
91,4621.19873046875,19.066566,64.62141,67.58136,0.5190415,4866.4384765625,20.481123,66.091286,67.8965,0.53300124,9.999892276126089e-06,True,True
92,4611.8857421875,18.808739,64.570656,62.348824,0.5197966,4823.13134765625,20.760674,65.78368,72.2818,0.5373382,9.999887085369583e-06,True,True
93,4578.970703125,18.773495,64.31855,65.330925,0.52353907,4795.435546875,20.52823,65.5891,70.61955,0.5400711,9.999881772479515e-06,True,True
94,4555.54736328125,18.650166,64.153984,64.40935,0.52597415,4798.0166015625,20.197618,65.60456,67.62956,0.5398542,9.999876337456007e-06,False,False
95,4544.9248046875,18.53147,64.084465,62.19403,0.5270008,4770.3076171875,20.581184,65.39986,73.389755,0.5427213,9.999870780299194e-06,True,True
96,4521.43896484375,18.702127,63.901974,66.770515,0.52969086,4785.416015625,20.190498,65.52628,65.67946,0.5409517,9.999865101009218e-06,False,False
97,4511.22412109375,18.358755,63.83883,61.02646,0.53061986,4718.61376953125,20.271559,65.050285,70.842094,0.5475967,9.999859299586218e-06,True,True
98,4479.98291015625,18.389118,63.59874,64.4722,0.5341438,4677.34228515625,19.96692,64.77016,67.70976,0.55148476,9.999853376030331e-06,True,True
99,4452.27587890625,18.138977,63.403305,61.95664,0.5370025,4680.37841796875,19.964937,64.78934,67.71915,0.551219,9.99984733034171e-06,False,False
100,4451.16552734375,18.129255,63.393116,61.96234,0.53715134,4665.58154296875,20.35749,64.70263,70.30265,0.5524195,9.9998411625205e-06,True,True
101,4459.17919921875,18.518963,63.455456,64.89155,0.5362406,4630.18994140625,19.850584,64.45905,66.42402,0.55578303,9.999834872566859e-06,True,True
102,4432.58349609375,18.18416,63.268032,61.11001,0.5389761,4591.32958984375,20.336761,64.17214,73.71678,0.5597286,9.999828460480932e-06,True,True
103,4408.92626953125,18.359219,63.0772,65.908936,0.54175293,4616.5634765625,20.06054,64.37385,65.53217,0.5569565,9.999821926262887e-06,False,False
104,4420.9423828125,18.20059,63.185196,60.435844,0.5401825,4550.61962890625,20.150417,63.87586,71.886375,0.5637847,9.999815269912883e-06,True,True
105,4371.59326171875,18.131092,62.79674,64.602516,0.5458189,4570.99755859375,19.865017,64.05561,67.45212,0.56132627,9.999808491431081e-06,False,False
106,4371.73828125,18.082005,62.824577,61.012547,0.5454161,4517.3203125,20.066154,63.651897,72.29225,0.56683826,9.99980159081765e-06,True,True
107,4323.220703125,17.893166,62.446526,63.698875,0.55087066,4513.15869140625,19.995878,63.620293,69.20819,0.5672684,9.999794568072764e-06,True,True
108,4313.31494140625,17.93483,62.380684,63.010853,0.5518173,4484.52734375,19.601522,63.425415,67.67679,0.5699153,9.999787423196586e-06,True,True
109,4299.52490234375,17.683838,62.276947,60.5191,0.5533067,4484.33349609375,19.586176,63.42275,67.52608,0.56995153,9.999780156189303e-06,True,True
110,4296.8720703125,17.666983,62.255867,60.532482,0.553609,4520.6142578125,21.672028,63.706024,85.5703,0.5661013,9.99977276705109e-06,False,False
111,4382.64599609375,19.40185,62.884808,74.79922,0.5445441,4695.8564453125,20.98438,64.99996,62.243855,0.54829645,9.999765255782128e-06,False,False
112,4525.3193359375,19.492483,63.991,60.025383,0.5283795,4452.65625,20.50321,63.220375,71.63906,0.57269156,9.999757622382604e-06,True,True
113,4336.71240234375,18.735193,62.572536,66.99002,0.5490563,4485.8955078125,21.543371,63.406376,81.23088,0.5701735,9.999749866852706e-06,False,False
114,4406.58447265625,19.457872,63.04907,72.69259,0.54216164,4374.4609375,19.854603,62.628113,65.65894,0.58066034,9.999741989192627e-06,True,True
115,4273.2333984375,17.959219,62.089993,60.553444,0.55598456,4504.63623046875,20.797878,63.622444,67.903534,0.56723905,9.99973398940256e-06,False,False
116,4352.6416015625,18.77288,62.703552,63.42684,0.5471659,4402.80615234375,21.040237,62.892357,79.8701,0.5771142,9.999725867482703e-06,False,False
117,4259.36328125,18.757252,61.98984,71.17379,0.55741584,4385.59765625,21.162933,62.762386,82.99451,0.5788603,9.999717623433253e-06,False,False
118,4246.638671875,18.548187,61.868553,70.9713,0.55914605,4336.02490234375,20.27553,62.393402,74.45174,0.58379745,9.999709257254418e-06,True,True
119,4220.21484375,18.174944,61.687378,67.08115,0.56172425,4331.35302734375,20.224457,62.355804,74.05767,0.58429897,9.999700768946405e-06,True,True
120,4223.34326171875,18.16879,61.711098,67.04133,0.5613872,4297.08740234375,19.948507,62.102108,71.3071,0.5876747,9.999692158509416e-06,True,True
121,4210.48193359375,18.200485,61.63312,64.44336,0.5624948,4300.021484375,20.240904,62.126198,71.71659,0.5873547,9.99968342594367e-06,False,False
122,4223.73193359375,18.376017,61.731678,65.381836,0.5610945,4282.2685546875,20.501226,61.99846,74.94606,0.5890499,9.999674571249383e-06,True,True
123,4204.09228515625,18.512674,61.56792,68.91028,0.56342006,4268.42333984375,19.826792,61.9052,67.835686,0.59028524,9.99966559442677e-06,True,True
124,4123.65966796875,17.46346,60.953373,61.225163,0.57209206,4295.80615234375,20.059977,62.145187,69.6741,0.5871024,9.999656495476054e-06,False,False
125,4142.32763671875,17.610395,61.10285,61.4298,0.56999075,4273.47021484375,20.779348,62.006603,78.77262,0.58894193,9.99964727439746e-06,False,False
126,4134.54833984375,18.21516,61.05008,69.661644,0.5707332,4208.76904296875,20.33713,61.505623,75.519844,0.59555733,9.999637931191213e-06,True,True
127,4085.721923828125,17.726254,60.675545,65.903366,0.575984,4169.603515625,20.295338,61.201576,77.4327,0.5995461,9.999628465857546e-06,True,True
128,4083.091064453125,17.861639,60.660637,67.74033,0.5761924,4116.2880859375,19.843868,60.790073,75.10724,0.6049131,9.999618878396694e-06,True,True
129,4062.27392578125,17.607668,60.492702,66.152,0.5785357,4117.4951171875,19.775007,60.799286,74.36319,0.6047933,9.999609168808892e-06,False,False
130,4061.585693359375,17.578884,60.484745,65.9433,0.57864654,4106.0908203125,19.64305,60.7082,68.5992,0.6059766,9.999599337094377e-06,True,True
131,4051.825927734375,17.64644,60.411175,65.585266,0.57967097,4111.029296875,19.772621,60.75157,70.54967,0.6054134,9.999589383253393e-06,False,False
132,4067.882080078125,17.60082,60.528713,64.32892,0.57803375,4076.68359375,19.841063,60.5192,72.1688,0.60842615,9.999579307286188e-06,True,True
133,4032.478271484375,17.611843,60.270966,65.31007,0.58161974,4036.578857421875,19.47543,60.191547,68.97063,0.6126546,9.99956910919301e-06,True,True
134,3997.487060546875,17.150808,59.991467,61.460148,0.5854912,4058.591796875,19.998423,60.359627,73.06255,0.6104884,9.999558788974109e-06,False,False
135,4017.8515625,17.698044,60.15486,65.46396,0.58323014,4032.727783203125,19.515844,60.187,70.82858,0.6127132,9.999548346629739e-06,True,True
136,3973.27978515625,17.200329,59.81062,63.244377,0.5879865,3998.903076171875,19.850554,59.935566,77.313446,0.61594224,9.999537782160158e-06,True,True
137,3954.959716796875,17.41445,59.652813,68.052055,0.5901578,3990.821044921875,19.928331,59.873833,77.48386,0.61673295,9.99952709556563e-06,True,True
138,3959.509521484375,17.572855,59.687656,69.51015,0.5896789,3953.677001953125,19.311354,59.60177,70.51052,0.62020814,9.999516286846415e-06,True,True
139,3924.280517578125,17.06029,59.42605,63.979042,0.5932678,3955.436767578125,19.30873,59.615276,70.44475,0.620036,9.999505356002781e-06,False,False
140,3924.581298828125,17.075823,59.430344,64.16105,0.593209,3975.970458984375,20.785767,59.775425,84.88142,0.6179918,9.999494303034998e-06,False,False
141,3958.632568359375,18.052288,59.691998,72.3298,0.58961916,3923.09619140625,19.14451,59.34491,68.77467,0.6234746,9.999483127943337e-06,True,True
142,3929.75634765625,17.07141,59.47369,61.78276,0.5926154,3904.74658203125,19.093554,59.20839,64.695305,0.625205,9.999471830728077e-06,True,True
143,3903.161865234375,16.981222,59.272705,60.983253,0.5953642,3887.096435546875,19.44561,59.04902,71.1251,0.6272199,9.999460411389493e-06,True,True
144,3899.329345703125,17.228546,59.214104,65.25569,0.59616387,3888.900146484375,19.408844,59.11056,71.949905,0.6264425,9.999448869927873e-06,False,False
145,3876.555419921875,17.230612,59.04771,66.36828,0.5984303,3908.036865234375,19.246098,59.281506,69.740456,0.62427866,9.999437206343491e-06,False,False
146,3854.673583984375,16.968172,58.895138,63.493748,0.60050285,3877.395263671875,19.417456,59.012768,73.718056,0.6276775,9.999425420636644e-06,True,True
147,3824.234375,16.824472,58.63594,65.718765,0.6040114,3879.97509765625,20.1495,59.035942,80.43773,0.627385,9.999413512807622e-06,False,False
148,3842.552001953125,17.479698,58.78244,70.89485,0.6020303,3820.8828125,19.329737,58.61061,73.65395,0.6327348,9.999401482856714e-06,True,True
149,3818.75830078125,16.76779,58.597916,63.53642,0.60452485,3818.644287109375,19.301603,58.58839,73.55704,0.6330132,9.999389330784219e-06,True,True
150,3818.974365234375,16.77826,58.601437,63.663418,0.6044774,3827.21142578125,20.387928,58.662563,81.409874,0.6320834,9.99937705659044e-06,False,False
151,3849.116455078125,17.574171,58.831543,70.33159,0.6013651,3789.965576171875,19.377153,58.39207,69.19152,0.6354685,9.999364660275675e-06,True,True
152,3792.540771484375,16.663038,58.390377,61.527443,0.60732126,3788.478515625,19.299446,58.394707,69.73799,0.6354356,9.999352141840236e-06,True,False
153,3795.890380859375,16.580177,58.424904,59.92416,0.6068567,3745.313720703125,20.0701,58.051643,82.00677,0.63970655,9.999339501284425e-06,True,True
154,3779.040283203125,17.178373,58.276405,69.35715,0.6088527,3688.0234375,19.22511,57.549095,75.75767,0.64591765,9.999326738608558e-06,True,True
155,3736.776611328125,16.672287,57.93769,66.657295,0.61338633,3687.75390625,18.829102,57.552193,68.51202,0.6458795,9.999313853812948e-06,True,False
156,3743.037109375,16.657022,58.001095,64.192,0.61253965,3657.798583984375,18.98435,57.322594,72.353584,0.6486993,9.999300846897914e-06,True,True
157,3721.518798828125,16.704477,57.820415,66.30276,0.6149499,3662.5,19.510872,57.362312,77.580826,0.6482123,9.999287717863776e-06,False,False
158,3724.00048828125,16.885191,57.83211,68.988785,0.6147941,3634.042236328125,19.020697,57.167427,71.59763,0.65059865,9.999274466710861e-06,True,True
159,3696.203125,16.351307,57.620796,63.933147,0.617604,3635.0234375,19.014233,57.175327,71.509705,0.650502,9.999261093439492e-06,False,False
160,3696.74072265625,16.369936,57.62965,64.000496,0.6174865,3603.323486328125,19.14837,56.898552,74.10769,0.65387756,9.99924759805e-06,True,True
161,3684.897705078125,16.600172,57.530613,66.09596,0.61880004,3555.8203125,18.747776,56.508835,71.70962,0.6586027,9.99923398054272e-06,True,True
162,3672.90478515625,16.318243,57.42827,63.962704,0.6201551,3579.38671875,18.726776,56.706066,70.24006,0.6562154,9.999220240917987e-06,False,False
163,3669.95703125,16.408909,57.406475,63.76778,0.62044334,3593.462890625,18.83804,56.821705,71.17333,0.65481186,9.999206379176136e-06,False,False
164,3644.331787109375,16.215765,57.195576,63.46495,0.623227,3616.175537109375,19.20139,57.03695,73.83666,0.65219176,9.999192395317516e-06,False,False
165,3635.702392578125,16.295263,57.13255,64.6324,0.62405694,3575.690673828125,19.128073,56.7338,73.98646,0.655879,9.999178289342468e-06,False,False
166,3623.972412109375,16.189774,57.04134,64.34778,0.62525636,3525.3984375,19.247215,56.320877,77.148315,0.6608701,9.99916406125134e-06,True,True
167,3610.350341796875,16.318396,56.930115,66.4671,0.6267164,3479.094970703125,18.987123,55.923454,75.488785,0.6656393,9.999149711044482e-06,True,True
168,3601.37939453125,16.272211,56.856853,65.806404,0.6276765,3461.18017578125,18.882647,55.768993,73.70642,0.6674837,9.999135238722251e-06,True,True
169,3592.55322265625,16.280405,56.78511,65.31415,0.6286155,3459.651611328125,18.857927,55.753246,73.551956,0.66767144,9.999120644285005e-06,True,True
170,3595.165771484375,16.284735,56.810017,65.33691,0.6282896,3460.022705078125,19.021126,55.79733,74.65811,0.6671457,9.999105927733102e-06,False,False
171,3613.960205078125,16.293127,56.95861,64.42469,0.62634254,3457.923828125,19.1343,55.781273,76.701805,0.66733724,9.999091089066903e-06,True,False
172,3600.92431640625,16.267282,56.850044,65.58601,0.62776566,3457.178955078125,19.281359,55.779583,74.96678,0.6673574,9.999076128286777e-06,True,False
173,3601.014404296875,16.565031,56.85389,66.99342,0.6277153,3406.42822265625,18.800508,55.353462,71.31027,0.6724204,9.99906104539309e-06,True,True
174,3578.653076171875,16.22544,56.67232,63.57744,0.63008934,3398.2265625,19.446552,55.27341,77.67676,0.67336714,9.99904584038622e-06,True,True
175,3590.942138671875,17.072598,56.774464,71.80522,0.62875473,3387.538330078125,18.836927,55.209652,71.882935,0.6741203,9.99903051326654e-06,True,True
176,3549.818359375,16.124033,56.440678,63.704758,0.63310707,3431.092529296875,19.580547,55.606075,77.55561,0.6694236,9.999015064034423e-06,False,False
177,3583.917236328125,16.94046,56.744972,70.59246,0.6291404,3369.84423828125,19.181807,55.083847,76.668205,0.67560375,9.998999492690257e-06,True,True
178,3542.123046875,16.39419,56.382957,66.62615,0.63385713,3345.130859375,19.041958,54.860737,73.64337,0.67822623,9.998983799234423e-06,True,True
179,3551.20947265625,16.48788,56.451744,66.22863,0.63296324,3344.36181640625,19.001686,54.854374,73.29542,0.6783009,9.998967983667307e-06,True,True
180,3544.214599609375,16.474707,56.398064,66.30426,0.6336609,3408.272216796875,19.640112,55.424477,73.23517,0.67157924,9.998952045989302e-06,False,False
181,3600.6484375,17.29994,56.878586,68.76572,0.6273918,3365.09375,19.179451,55.07596,69.52213,0.6756966,9.998935986200798e-06,False,False
182,3561.643310546875,16.691225,56.55441,65.458466,0.631627,3308.598388671875,18.891928,54.578327,72.84481,0.68153054,9.998919804302195e-06,True,True
183,3544.18408203125,16.575752,56.399567,67.59033,0.6336414,3314.068359375,19.256516,54.64843,77.02788,0.680712,9.998903500293891e-06,False,False
184,3545.178466796875,17.102001,56.415977,72.42076,0.63342816,3334.50439453125,19.257294,54.798332,74.69696,0.6789579,9.998887074176287e-06,False,False
185,3524.23828125,16.52123,56.23042,66.761185,0.63583565,3333.711669921875,19.559818,54.838737,72.31976,0.6784843,9.99887052594979e-06,False,False
