epoch,train_loss,train_mape,train_mae,train_rmse,val_loss,val_mape,val_mae,val_rmse,val_r2,val_mape_h3,val_mape_h6,val_mape_h12,val_mae_h3,val_mae_h6,val_mae_h12,val_rmse_h3,val_rmse_h6,val_rmse_h12,lr,free_flow_speed,jam_density,relaxation_rate,spike_count
10,7.249796291086126,8.083979785442352,3.345071315765381,6.856870015710777,7.211840157238942,8.03041085600853,3.403104066848755,7.028538159769076,0.6874685287475586,6.556905806064606,8.0886609852314,10.034877806901932,2.8076069355010986,3.4203031063079834,4.198771953582764,5.757430541414198,7.12394331742558,8.577663388365247,0.00010623662274468202,64.87548828125,0.2179868370294571,0.26312461495399475,5
11,7.213179959332879,8.043565601110458,3.3307855129241943,6.826099226187087,7.183937545092601,8.001622557640076,3.315971612930298,6.813159875671133,0.7063291072845459,6.537590175867081,8.047017455101013,10.006067901849747,2.7674551010131836,3.336517810821533,4.046096324920654,5.6371340952202935,6.886894894585113,8.264200646711185,9.070681992117602e-05,64.86638641357422,0.22046343982219696,0.2777605652809143,5
12,7.180010281782099,8.007130771875381,3.315824270248413,6.79608275959351,7.14549594555261,7.963339984416962,3.27047061920166,6.682789507245049,0.7174603939056396,6.519871950149536,8.01495909690857,9.906784445047379,2.741886615753174,3.300239324569702,3.9530224800109863,5.589237033591954,6.808343581803203,8.02813826664192,7.543046935231685e-05,64.85903930664062,0.2220374047756195,0.28856348991394043,5
13,7.148820557058814,7.970698177814484,3.304436445236206,6.775663685402748,7.136691831192881,7.952190935611725,3.2952892780303955,6.7512400865543825,0.7116427421569824,6.509979069232941,8.01873430609703,9.876083582639694,2.758789539337158,3.330883741378784,3.984724760055542,5.604782902565245,6.865425517431559,8.147321820343068,6.07837254884106e-05,64.85330963134766,0.22198383510112762,0.29632824659347534,5
14,7.122510431922056,7.942909747362137,3.2925474643707275,6.752945998827914,7.0897935786337225,7.901068776845932,3.30045747756958,6.786372205920123,0.7086338400840759,6.479121744632721,7.957717776298523,9.803524613380432,2.763166904449463,3.326704978942871,4.001201152801514,5.641761559609144,6.8972974377345855,8.210299596860935,4.712723977314259e-05,64.84992218017578,0.22394198179244995,0.3032834827899933,5
15,7.102351734344972,7.920631766319275,3.2843832969665527,6.736798410211205,7.072360182708165,7.8817784786224365,3.269413709640503,6.716890867418101,0.7145695686340332,6.456345319747925,7.928519695997238,9.80759859085083,2.7549405097961426,3.305159568786621,3.935148000717163,5.633401995960852,6.864035446075469,8.052808984692566,3.479728020810035e-05,64.84719848632812,0.22496646642684937,0.3082675337791443,5
16,7.083564941895837,7.899928838014603,3.2769229412078857,6.723071886210811,7.051053488029624,7.857327163219452,3.289079189300537,6.766955520152231,0.7102987170219421,6.443420052528381,7.91328102350235,9.752064943313599,2.7477097511291504,3.3162238597869873,3.992805004119873,5.607914896636275,6.881220275094035,8.19803739181743,2.4097451318564904e-05,64.84520721435547,0.22518910467624664,0.3116534352302551,5
17,7.069812686685572,7.884623110294342,3.2709429264068604,6.711484307248681,7.051575386299278,7.859163731336594,3.2580246925354004,6.66113760869293,0.7192882299423218,6.445641070604324,7.9102978110313416,9.756918251514435,2.7400341033935547,3.2859301567077637,3.933499574661255,5.575502949424212,6.768620838683559,8.029441540824587,1.529121840249281e-05,64.8436279296875,0.22513934969902039,0.3140096962451935,5
18,7.059456210722898,7.873064279556274,3.2663159370422363,6.700532567507781,7.038930951424365,7.844657450914383,3.2409884929656982,6.6532135964260135,0.7199557423591614,6.440138071775436,7.896225154399872,9.730985760688782,2.7314538955688477,3.273405075073242,3.899580717086792,5.567371935148776,6.782769801970537,7.994723964408642,8.595420140489192e-06,64.84294128417969,0.2255384773015976,0.3155116140842438,6
19,7.055293832870728,7.868900895118713,3.2644996643066406,6.696892248176867,7.034219836289028,7.839810848236084,3.2553069591522217,6.689241556873333,0.7169145941734314,6.435114145278931,7.892777770757675,9.722049534320831,2.7384824752807617,3.2861101627349854,3.924713373184204,5.58433072115822,6.81330236906915,8.05760718633863,4.174929307844956e-06,64.84258270263672,0.2254275232553482,0.3162717819213867,6
20,7.044702053070068,7.8572481870651245,3.26065731048584,6.690187288636339,7.0311206556716055,7.8365229070186615,3.2521698474884033,6.672335535097131,0.7183436751365662,6.434879451990128,7.889866083860397,9.71328616142273,2.7367472648620605,3.282259464263916,3.921313762664795,5.576148444291841,6.795690955146601,8.031925395664693,2.1385930596277667e-06,64.84235382080078,0.22551414370536804,0.3168032169342041,6
21,7.145311977774064,7.966920733451843,3.3040010929107666,6.760691334964211,7.1523377355539575,7.974299788475037,3.3715879917144775,6.935280384647175,0.6957070827484131,6.505271792411804,8.011383563280106,9.95849072933197,2.7865500450134277,3.384808301925659,4.140590190887451,5.684222943587989,7.018807078237275,8.491171347036083,0.00019976141228654173,64.8371810913086,0.22427897155284882,0.33295562863349915,7
22,7.162535161258065,7.98712894320488,3.3134899139404297,6.78407502989394,7.126126005964459,7.944812625646591,3.3258304595947266,6.807830610200837,0.7067883610725403,6.510334461927414,7.98991322517395,9.868381172418594,2.7917797565460205,3.3521676063537598,4.018648624420166,5.696432288749906,6.915004239360313,8.242284692851117,0.00019850237877534418,64.8254165649414,0.22365377843379974,0.35825684666633606,7
23,7.127499183868979,7.946982979774475,3.2976737022399902,6.747077874529884,7.1142601292088345,7.923150062561035,3.3446459770202637,6.9021942519711335,0.6986035704612732,6.509505212306976,7.99141451716423,9.821785241365433,2.7968759536743164,3.377262592315674,4.056899547576904,5.724700999885141,7.025076771381138,8.356409192048995,0.00019617508879859948,64.81544494628906,0.22798621654510498,0.3770446479320526,8
24,7.08099955033491,7.897217571735382,3.2768468856811523,6.7205254626328506,7.046526769422135,7.855857163667679,3.2311043739318848,6.633638328300927,0.7216012477874756,6.434275209903717,7.886803150177002,9.787598997354507,2.727916955947876,3.261507511138916,3.880910873413086,5.562264941103077,6.772749253168101,7.966494252189354,0.0001928050406323095,64.80392456054688,0.22872398793697357,0.397553414106369,9
25,7.069906870949077,7.884585112333298,3.2718729972839355,6.702285536195202,7.051147537411384,7.854394614696503,3.272312879562378,6.759896546875765,0.7109028100967407,6.47045224905014,7.892254739999771,9.745678305625916,2.7594354152679443,3.2931113243103027,3.9559695720672607,5.646151131369634,6.884664505019812,8.15462223340427,0.00018842915722941216,64.79533386230469,0.22510820627212524,0.41116923093795776,9
26,7.050848059475741,7.864347845315933,3.2659530639648438,6.687525098521827,7.006298600502734,7.808635383844376,3.2398836612701416,6.623091224785159,0.7224857807159424,6.419139355421066,7.844230532646179,9.69908982515335,2.7278685569763184,3.256822109222412,3.918822765350342,5.5360889712334025,6.714092396790983,7.998930621199541,0.000183095381684182,64.78771209716797,0.2270328849554062,0.4271525740623474,9
27,7.0135331013623405,7.822723686695099,3.250215768814087,6.661658154061365,6.953759994146959,7.753549516201019,3.22999906539917,6.614055013708703,0.7232425212860107,6.391278654336929,7.789354771375656,9.580648690462112,2.7189669609069824,3.253526210784912,3.889040946960449,5.519480797495882,6.7307983246897605,7.985177374907851,0.00017686215195765687,64.77911376953125,0.22527459263801575,0.44110792875289917,10
28,6.987507770405734,7.795087248086929,3.242309808731079,6.64081686303714,6.94477369650355,7.750815153121948,3.2409884929656982,6.609345275956359,0.7236365079879761,6.392458081245422,7.791756093502045,9.52998399734497,2.716648578643799,3.2544357776641846,3.918635845184326,5.486113965426747,6.715920211672469,8.01583772789722,0.00016979776061910775,64.77342224121094,0.2257501631975174,0.45471134781837463,10
29,6.953805860988597,7.759653031826019,3.229221820831299,6.615674635205864,6.924674902322157,7.723669707775116,3.22770094871521,6.615056186705559,0.7231587171554565,6.3701532781124115,7.7580079436302185,9.529046714305878,2.707869052886963,3.2394495010375977,3.910594940185547,5.492007083018626,6.701965373997957,8.04803446592076,0.00016197960661835874,64.76789855957031,0.22507907450199127,0.4664026200771332,13
30,6.939656855588291,7.74422362446785,3.221937894821167,6.596621498286103,6.935161793007041,7.737025618553162,3.157390832901001,6.485180614018051,0.7339226603507996,6.367722898721695,7.764726132154465,9.574586898088455,2.692605495452881,3.185617446899414,3.7528765201568604,5.487158957204617,6.609381925971548,7.736327631911118,0.00015349334728669592,64.76428985595703,0.22734001278877258,0.475654661655426,14
31,6.921760117943911,7.723270356655121,3.2141168117523193,6.580306826223691,6.862667263678785,7.652949541807175,3.198831081390381,6.537888069377973,0.7295800447463989,6.350567191839218,7.7004507184028625,9.373350441455841,2.7124814987182617,3.2122247219085693,3.8400979042053223,5.485447096845883,6.626514189799731,7.886680296850908,0.0001444319598572209,64.75988006591797,0.22860421240329742,0.48551425337791443,14
32,6.886748180032414,7.686029374599457,3.200119733810425,6.554544622344014,6.881186228878093,7.673007994890213,3.1614830493927,6.508340326452792,0.7320188283920288,6.330510973930359,7.709232717752457,9.475281834602356,2.697930097579956,3.19113826751709,3.7626588344573975,5.490035480600018,6.621829731864353,7.802020315026984,0.00013489472278682826,64.75540924072266,0.22964540123939514,0.49439698457717896,15
33,6.86817632894465,7.666150480508804,3.1914942264556885,6.534470343749358,6.811013878516431,7.601573318243027,3.155456781387329,6.462225973491696,0.7358028888702393,6.311409920454025,7.651150226593018,9.270858019590378,2.6958670616149902,3.1800944805145264,3.7446210384368896,5.474422455725798,6.588745532192625,7.722999298858315,0.00012498612804065645,64.75159454345703,0.23133601248264313,0.5019021034240723,17
34,6.84283350240738,7.638063281774521,3.1815075874328613,6.518817366547282,6.839904002423556,7.630280405282974,3.138392686843872,6.4497679321177,0.7368205785751343,6.3104502856731415,7.676178216934204,9.372590482234955,2.684953212738037,3.161360502243042,3.731920003890991,5.466569563925919,6.5531453624840115,7.733159133439933,0.0001148147362562512,64.74944305419922,0.23486800491809845,0.5088640451431274,18
35,6.824147906532899,7.616700232028961,3.1757638454437256,6.505495242736827,6.8015241622924805,7.590938359498978,3.1385228633880615,6.3531106373577195,0.7446495890617371,6.306660920381546,7.641107589006424,9.254555404186249,2.6916768550872803,3.157656669616699,3.7204134464263916,5.421414314508315,6.451365528901614,7.592790959083481,0.00010449198733050301,64.74656677246094,0.23446716368198395,0.5166187882423401,20
36,6.8015545026503785,7.593120634555817,3.1661229133605957,6.483079454539115,6.755756792032494,7.538401335477829,3.168808698654175,6.4964114333399845,0.7330002784729004,6.260815262794495,7.58185014128685,9.203831106424332,2.698024034500122,3.1913084983825684,3.774416208267212,5.4864574510834245,6.602618432100413,7.803540028025367,9.413097946081652e-05,64.74443054199219,0.23555168509483337,0.5208866596221924,22
37,6.785331645751382,7.574858516454697,3.1596615314483643,6.471452968362554,6.723911478834332,7.503943890333176,3.1155483722686768,6.390613658493909,0.741625964641571,6.247225776314735,7.549113035202026,9.129523485898972,2.6684648990631104,3.1342697143554688,3.6939468383789062,5.415546868801303,6.495061025002449,7.662029467226071,8.38452300175923e-05,64.74288177490234,0.2394343763589859,0.5267601013183594,22
38,6.759945572378801,7.546675205230713,3.1477034091949463,6.4492725760549074,6.697761162272039,7.47394859790802,3.121516704559326,6.398448529542539,0.7409920692443848,6.217386946082115,7.516381144523621,9.112485498189926,2.668565034866333,3.1394670009613037,3.709728240966797,5.423782760545794,6.497256360184731,7.687931203766567,7.374743182416175e-05,64.74030303955078,0.23853842914104462,0.5303403735160828,22
39,6.74508982928679,7.53081738948822,3.1416289806365967,6.435722920581498,6.716993102487528,7.498940080404282,3.190922737121582,6.5828903950596915,0.7258445024490356,6.214518845081329,7.544633746147156,9.152466058731079,2.6884617805480957,3.200117349624634,3.846111297607422,5.487925887905873,6.66654780599811,8.013810634690083,6.394821847063219e-05,64.73843383789062,0.23923496901988983,0.5334252715110779,23
40,6.734070743468994,7.518741488456726,3.1366982460021973,6.42648795743375,6.718439803933197,7.505667209625244,3.0655243396759033,6.253667747052712,0.7525808215141296,6.218907982110977,7.531944662332535,9.174437820911407,2.6476218700408936,3.0913994312286377,3.595484972000122,5.385414856468305,6.397793580236275,7.375638255286899,5.455495218912213e-05,64.7372817993164,0.2399953156709671,0.5370691418647766,23
41,6.716725409349656,7.499515265226364,3.129664897918701,6.412194150654173,6.677702480891965,7.4573226273059845,3.138197183609009,6.466233800708856,0.7354750633239746,6.204591318964958,7.5080230832099915,9.045764803886414,2.674445629119873,3.162194013595581,3.72005558013916,5.461642633190636,6.593746239539064,7.756823089600496,4.567054757067918e-05,64.73602294921875,0.23997052013874054,0.5394150614738464,24
42,6.70589963127585,7.487701624631882,3.1253583431243896,6.4010989437742865,6.673656949457133,7.452324777841568,3.0822675228118896,6.3058481956089345,0.7484346628189087,6.200894713401794,7.495640218257904,9.058284759521484,2.6545846462249756,3.108670473098755,3.622692584991455,5.392632417498785,6.439097382215635,7.49516878290466,3.739234401148414e-05,64.7348403930664,0.24026232957839966,0.5411356091499329,24
43,6.6988020389475285,7.480843365192413,3.121950387954712,6.3954281093531415,6.646748502299471,7.419528067111969,3.0903024673461914,6.346413640393345,0.7451876401901245,6.186426803469658,7.468341290950775,9.002114087343216,2.6579554080963135,3.1181843280792236,3.6404430866241455,5.41374577728438,6.471080415539956,7.571586761467228,2.9811039242057005e-05,64.73384857177734,0.24072575569152832,0.5425461530685425,27
44,6.68505632686105,7.465415447950363,3.115661382675171,6.383637205747941,6.652155921144305,7.4294522404670715,3.084315776824951,6.3196014645623375,0.7473361492156982,6.188387423753738,7.471612095832825,9.013550728559494,2.654115915298462,3.1102445125579834,3.6264705657958984,5.401922886715751,6.449030946784787,7.512161567161133,2.3009695623941674e-05,64.7332992553711,0.24087516963481903,0.5439963340759277,31
45,6.676592772019738,7.456119358539581,3.112243175506592,6.3759205471434734,6.633504282753423,7.4080899357795715,3.1014010906219482,6.3633268107638425,0.7438277006149292,6.175820901989937,7.459522783756256,8.968012779951096,2.6598825454711914,3.126293897628784,3.657367706298828,5.425617608279671,6.493320848164445,7.587710643779236,1.7062830101090855e-05,64.73303985595703,0.24157992005348206,0.5449376702308655,35
46,6.670787783230052,7.449530810117722,3.11022686958313,6.372544357965528,6.633694423819488,7.4072301387786865,3.109384536743164,6.368770772284267,0.7433891296386719,6.180757656693459,7.459685951471329,8.962307870388031,2.659153461456299,3.133927822113037,3.6762688159942627,5.397365082631068,6.4914312369765215,7.6259599925586725,1.2035597776634547e-05,64.732666015625,0.24127760529518127,0.5456765294075012,37
47,6.660868201026305,7.4393004179000854,3.106060743331909,6.361975735572226,6.631041976640809,7.406175881624222,3.0885729789733887,6.342249199491239,0.7455219030380249,6.175306439399719,7.453830540180206,8.965950459241867,2.6528756618499756,3.1126930713653564,3.637927293777466,5.401468621216938,6.471275831601669,7.570188287084034,7.983078059935438e-06,64.73243713378906,0.2413308322429657,0.546173095703125,38
48,6.658722138022356,7.4361927807331085,3.105509042739868,6.361030381906004,6.626893187468907,7.400623708963394,3.080538034439087,6.335608759582001,0.7460545301437378,6.170940399169922,7.448997348546982,8.961539715528488,2.648669958114624,3.105072259902954,3.6255123615264893,5.398766602837094,6.461344289831511,7.559874275817165,4.9496712050539914e-06,64.73242950439453,0.2415371537208557,0.5465265512466431,38
49,6.65405797958374,7.431647926568985,3.1028740406036377,6.356362118852759,6.623455587423073,7.398470491170883,3.077054738998413,6.303322342907251,0.7486361265182495,6.17002435028553,7.445784658193588,8.952363580465317,2.6477272510528564,3.101531505584717,3.6167056560516357,5.387162398450171,6.431895362496312,7.5027557396575855,2.9686118522734583e-06,64.73223114013672,0.24152721464633942,0.5468438863754272,43
50,6.650859350826651,7.4287936091423035,3.101041793823242,6.352334514025231,6.621952857611315,7.394853234291077,3.0984034538269043,6.354672504573376,0.7445240020751953,6.169688329100609,7.445359230041504,8.947397768497467,2.6563796997070312,3.1212472915649414,3.65761399269104,5.404374872381677,6.478770285826154,7.5943934791986205,2.061604902426249e-06,64.73209381103516,0.24137775599956512,0.5467928647994995,45
51,6.786948219340116,7.5763039290905,3.158904552459717,6.459342270663483,6.7898644636262135,7.580682635307312,3.212416410446167,6.579945364496263,0.7260897159576416,6.265179812908173,7.635678350925446,9.26872044801712,2.725334644317627,3.2304251194000244,3.847022294998169,5.564742761306377,6.700706490233826,7.9021776891845015,0.0001998939373405376,64.72581481933594,0.2262129783630371,0.5416516065597534,58
52,6.807896884367428,7.5975701212883,3.1692004203796387,6.4803033385685955,6.756345604950527,7.542944699525833,3.1183371543884277,6.302337927181362,0.7487146854400635,6.271785497665405,7.581936568021774,9.187465906143188,2.6791117191314697,3.1411163806915283,3.6819851398468018,5.370732587289179,6.435207217895618,7.483888996567189,0.0001993334548935742,64.71861267089844,0.23124629259109497,0.5430558919906616,58
53,6.787257327115472,7.575987279415131,3.1611602306365967,6.466709865674848,6.726884266115585,7.50235915184021,3.12945556640625,6.3915901481229245,0.7415469884872437,6.239140406250954,7.547987252473831,9.159131348133087,2.6726341247558594,3.1336944103240967,3.747066020965576,5.426718183986809,6.457536053411046,7.708660991681238,0.00019829390173881358,64.7116928100586,0.23054002225399017,0.5432368516921997,62
54,6.782022551419264,7.57225900888443,3.1570353507995605,6.46263268222036,6.712343796244207,7.492251694202423,3.148019552230835,6.46862173644351,0.7352796792984009,6.222663074731827,7.543369382619858,9.12916362285614,2.6732006072998047,3.161893367767334,3.7652428150177,5.441759567675038,6.576768168874371,7.802780086302273,0.00019678034247473024,64.70452117919922,0.22897768020629883,0.5418935418128967,64
55,6.7620894577413955,7.549597322940826,3.148610830307007,6.443715770493621,6.684795456112556,7.462672144174576,3.143409013748169,6.4312672487848745,0.738328218460083,6.210308149456978,7.504366338253021,9.07721221446991,2.6757781505584717,3.1576240062713623,3.750220775604248,5.418868844776072,6.54943535387516,7.746473432922406,0.00019480015100991642,64.69945526123047,0.22976656258106232,0.5454820990562439,65
56,6.74508609491236,7.5309135019779205,3.143000602722168,6.431130526575675,6.715650212089971,7.493636757135391,3.087567090988159,6.327004265147243,0.7467438578605652,6.215934827923775,7.520590722560883,9.187598526477814,2.6521902084350586,3.1139941215515137,3.650665521621704,5.362338033866676,6.434373114698151,7.5684062498548395,0.00019236297463814047,64.6954574584961,0.23347699642181396,0.5468484163284302,66
57,6.746587368256268,7.531340420246124,3.137859344482422,6.423502694896134,6.762042481944246,7.548956573009491,3.2319066524505615,6.631490443092425,0.7217814922332764,6.259661912918091,7.60132372379303,9.198734164237976,2.7059671878814697,3.2455313205718994,3.9081034660339355,5.484287359075386,6.7433472803901555,8.081113163024837,0.00018948068703770161,64.68833923339844,0.23291519284248352,0.5436875224113464,71
58,6.732275850632611,7.517059147357941,3.134920835494995,6.4222631778019785,6.708038829407602,7.482545077800751,3.1028759479522705,6.350976295211922,0.7448211312294006,6.235360354185104,7.521472126245499,9.12923738360405,2.6725497245788574,3.1348330974578857,3.654723882675171,5.386963416193961,6.477303714465134,7.5708662682843695,0.00018616733042406262,64.68561553955078,0.23483316600322723,0.5457174777984619,76
59,6.717826572968998,7.50030130147934,3.1290557384490967,6.406803758459756,6.699263145338814,7.479442656040192,3.1136462688446045,6.339872932484438,0.7457125782966614,6.21572732925415,7.530733942985535,9.093689173460007,2.6561522483825684,3.132498025894165,3.7021424770355225,5.375280860837482,6.454114787232063,7.601778535037176,0.00018243904713758773,64.68096160888672,0.23421184718608856,0.5451196432113647,77
60,6.704944391301609,7.4859365820884705,3.121934652328491,6.395743933766314,6.69674241317893,7.482763379812241,3.136147975921631,6.428386867235337,0.7385625839233398,6.213048100471497,7.51231387257576,9.106183052062988,2.665452480316162,3.1358249187469482,3.7569286823272705,5.4183982233350685,6.503207075782519,7.782879149468056,0.00017831400099968287,64.67589569091797,0.23361682891845703,0.5453596711158752,80
61,6.6927770140336795,7.4722737073898315,3.1173174381256104,6.38999521747822,6.674486754075536,7.45791420340538,3.0988245010375977,6.322963389727322,0.7470672130584717,6.202070415019989,7.495543360710144,9.050309658050537,2.662935495376587,3.1176934242248535,3.6555705070495605,5.408570072927284,6.4416691880840125,7.550791354106018,0.00017381228882048377,64.67363739013672,0.23633910715579987,0.5470799207687378,81
62,6.685530130875939,7.465247064828873,3.1159660816192627,6.384691837195984,6.627579877961357,7.396697252988815,3.1010398864746094,6.3389688147809675,0.745785117149353,6.17251917719841,7.443530112504959,8.9786097407341,2.657452344894409,3.12127423286438,3.6758499145507812,5.380050770119414,6.475176728535792,7.579900222967102,0.000168955842489217,64.67001342773438,0.23845115303993225,0.5489533543586731,82
63,6.673563491851888,7.451319694519043,3.1087486743927,6.36551334393668,6.657385830609304,7.43836835026741,3.0546395778656006,6.219361855009316,0.7552879452705383,6.196453422307968,7.467741519212723,9.027857333421707,2.653999090194702,3.070817708969116,3.58087158203125,5.356969354635502,6.332817391243793,7.381056287066357,0.0001637683221242401,64.6640625,0.24073682725429535,0.5491201281547546,88
64,6.660227143190761,7.437022030353546,3.105128288269043,6.361236974515826,6.625317375614958,7.39036500453949,3.1004281044006348,6.366244118667364,0.7435927391052246,6.186765432357788,7.4409447610378265,8.944710344076157,2.6477162837982178,3.1164917945861816,3.6907732486724854,5.369983194847024,6.4615482655125955,7.677449176685945,0.0001582750008033236,64.66157531738281,0.24104838073253632,0.5471075177192688,88
65,6.6493512232673355,7.423621416091919,3.0984647274017334,6.345248942560599,6.608212511494474,7.3739193379879,3.0541536808013916,6.277535474184011,0.7506886124610901,6.161733716726303,7.417981326580048,8.943097293376923,2.636296033859253,3.0826101303100586,3.588294744491577,5.355512556234952,6.405294803025999,7.477149741011726,0.00015250264143575626,64.65840148925781,0.24357737600803375,0.5486801862716675,92
66,6.638081786466793,7.412318140268326,3.094034433364868,6.342875302901224,6.6013758182525635,7.377122342586517,3.090409278869629,6.309268842071417,0.7481616735458374,6.157329678535461,7.415565103292465,8.913277089595795,2.6437981128692627,3.106390953063965,3.656412363052368,5.363002250288235,6.436903249988074,7.545555615453274,0.00014647936637614134,64.65619659423828,0.2463851273059845,0.5492199063301086,97
67,6.629886206458597,7.4032701551914215,3.090477228164673,6.331661940764755,6.602992345701973,7.3723845183849335,3.0688886642456055,6.280873453421158,0.7504234313964844,6.155410408973694,7.416722923517227,8.926080912351608,2.6407837867736816,3.0818889141082764,3.631891965866089,5.359520023263347,6.373826461186735,7.511636988472088,0.0001402345204151118,64.65154266357422,0.24705320596694946,0.5460468530654907,100
68,6.621340831970786,7.393723726272583,3.085418462753296,6.322699135102614,6.627368135272332,7.395430654287338,3.0232291221618652,6.171708425857368,0.7590235471725464,6.191247329115868,7.440303266048431,8.94990935921669,2.6208603382110596,3.043255567550659,3.548349380493164,5.30608474240462,6.285959177077028,7.328223124093189,0.00013379852781446,64.65040588378906,0.24918504059314728,0.5479998588562012,102
69,6.611136590733247,7.382003217935562,3.080471992492676,6.309928748065548,6.58482689227698,7.348185032606125,3.0794148445129395,6.342164090365456,0.7455288171768188,6.149599328637123,7.40286111831665,8.87388214468956,2.6419241428375244,3.095804214477539,3.6501405239105225,5.369259985259295,6.453045786817091,7.614710634961726,0.0001272027440831926,64.6477279663086,0.2493971735239029,0.5466921925544739,116
70,6.5951419616128035,7.364567369222641,3.074936628341675,6.304917417585906,6.577733147819087,7.345028966665268,3.05914568901062,6.3062120600939995,0.7484056949615479,6.153394281864166,7.385258376598358,8.8641919195652,2.647210121154785,3.0785136222839355,3.593381404876709,5.385414856468305,6.431268435081996,7.519117023899269,0.00012047930321664259,64.645751953125,0.25083357095718384,0.5471475720405579,118
71,6.583670739821572,7.351641356945038,3.0710103511810303,6.292985420039218,6.541213593393002,7.298940420150757,3.0680205821990967,6.306463698064074,0.7483855485916138,6.144766137003899,7.346531003713608,8.778122067451477,2.6510910987854004,3.0824337005615234,3.619401693344116,5.371462167762345,6.389584183752474,7.5819034555819576,0.00011366096114287375,64.64240264892578,0.24933069944381714,0.5461527705192566,120
